SiteName,StationName,SampleDate_D,SampleTypeCode,SampleMatrix,SampleTop,SampleBottom,DepthUnits,DuplicateSample,Extracted,FieldSampleID,LabSampleID,AltSampleID,CoolerID,Sampler,Description,WeightVolume,SampleMethodCode,LogCode,COCNumber,DeliveryGroup,AmbientBlankLot,EquipmentBlankLot,TripBlankLot,FilteredSample,QCSequenceID,QCSampleCode,TaskNumber,PrimarySample,SampleResult,ParameterName,CASNumber,AltParamNumber,Superseded,AnalyticMethod,Value,ReportingUnits,FlagCode,ProblemCode,ValidationCode,DetectedResult,Detect,LimitType,Detect2,LimitType2,Detect3,LimitType3,SpikeAmount,RetentionTime,Error,DilutionFactor,Basis,FilteredAnalysis,LeachMethod,PrepMethod,PreparationLot,ReportableResult,AnalDate_D,ExtractDate_D,LabReportDate_D,LabRecvDate_D,Lab,LabComments,AnalysisLabID,AnalyticalBatch,ValueCode,RunCode,QCAnalysisCode,AnalysisGroup
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Carbon disulfide,75-15-0,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,0.95,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromoform,75-25-2,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.63,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromodichloromethane,75-27-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.58,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,2-Hexanone,591-78-6,,0,SW846 8260C,5,ug/l,u,z,z,n,5,RL,2,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chloromethane,74-87-3,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.76,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-4,9/28/2018,z,Water,0,0,ft,0,N,MW-4,JC74823-1,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chlorobenzene,108-90-7,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.56,MDL,,,,,,1,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24076314,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Terphenyl-d14,1718-51-0,,0,SW846 8270D BY SIM,55,%,v,z,z,y,,,,,,,,11.12,,1,n,TOT,,SW846 3510C,OP15629A,,10/16/2018,10/5/2018,10/19/2018,9/28/2018,ACTD,,SJ24115192,OP15629A,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,2-Fluorobiphenyl,321-60-8,,0,SW846 8270D BY SIM,76,%,v,z,z,y,,,,,,,,7.42,,1,n,TOT,,SW846 3510C,OP15629A,,10/16/2018,10/5/2018,10/19/2018,9/28/2018,ACTD,,SJ24115192,OP15629A,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Nitrobenzene-d5,4165-60-0,,0,SW846 8270D BY SIM,93,%,v,z,z,y,,,,,,,,5.66,,1,n,TOT,,SW846 3510C,OP15629A,,10/16/2018,10/5/2018,10/19/2018,9/28/2018,ACTD,,SJ24115192,OP15629A,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,4-Dioxane",123-91-1,,0,SW846 8270D BY SIM,0.11,ug/l,u,z,z,n,0.11,RL,0.054,MDL,,,,,,1,n,TOT,,SW846 3510C,OP15629A,,10/16/2018,10/5/2018,10/19/2018,9/28/2018,ACTD,,SJ24115192,OP15629A,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,cycloalkene,,,0,SW846 8260C,83,ug/l,vj,z,z,y,,,,,,,,8.605,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,alkene,,,0,SW846 8260C,260,ug/l,vj,z,z,y,,,,,,,,7.52,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,cycloalkene,,,0,SW846 8260C,69,ug/l,vj,z,z,y,,,,,,,,10.257,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,alkene,,,0,SW846 8260C,69,ug/l,vj,z,z,y,,,,,,,,5.323,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,alkene,,,0,SW846 8260C,77,ug/l,vj,z,z,y,,,,,,,,5.863,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,alkene,,,0,SW846 8260C,360,ug/l,vj,z,z,y,,,,,,,,6.178,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,alkene,,,0,SW846 8260C,220,ug/l,vj,z,z,y,,,,,,,,6.366,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Total Alkanes,,,0,SW846 8260C,4460,ug/l,vj,z,z,y,,,,,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"Total TIC, Volatile",,,0,SW846 8260C,1223,ug/l,vj,z,z,y,,,,,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2,4-Trimethylbenzene",95-63-6,,0,SW846 8260C,85,ug/l,vjn,z,z,y,,,,,,,,15.547,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082794,V2E6464,O,OR,TIC,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dibromoethane",106-93-4,,0,SW846-8011,0.02,ug/l,u,z,z,n,0.02,RL,0.0053,MDL,,,,,,1,n,TOT,,SW846 8011,OP15605,,10/4/2018,10/4/2018,10/19/2018,9/28/2018,ACTD,,SJ24095023,OP15605,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dibromo-3-chloropropane",96-12-8,,0,SW846-8011,0.02,ug/l,u,z,z,n,0.02,RL,0.0086,MDL,,,,,,1,n,TOT,,SW846 8011,OP15605,,10/4/2018,10/4/2018,10/19/2018,9/28/2018,ACTD,,SJ24095023,OP15605,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,2-Bromo-1-chloropropane,3017-95-6,,0,SW846-8011,94,%,v,z,z,y,,,,,,,,2.52,,1,n,TOT,,SW846 8011,OP15605,,10/4/2018,10/4/2018,10/19/2018,9/28/2018,ACTD,,SJ24095023,OP15605,O,1C,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,Y,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,2-Bromo-1-chloropropane,3017-95-6,,0,SW846-8011,85,%,v,z,z,y,,,,,,,,2.93,,1,n,TOT,,SW846 8011,OP15605,,10/4/2018,10/4/2018,10/19/2018,9/28/2018,ACTD,,SJ24095023,OP15605,O,2C,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1,2-Trichlorotrifluoroethane",76-13-1,,0,SW846 8260C,5,ug/l,u,z,z,n,5,RL,1.9,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Trichloroethene,79-01-6,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.53,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromochloromethane,74-97-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.48,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chloroethane,75-00-3,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.73,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Vinyl chloride,75-01-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.79,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Methylene chloride,75-09-2,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,1,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Carbon disulfide,75-15-0,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,0.95,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromoform,75-25-2,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.63,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromodichloromethane,75-27-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.58,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1-Dichloroethane",75-34-3,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.57,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1-Dichloroethene",75-35-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.59,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromomethane,74-83-9,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,1.6,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Dichlorodifluoromethane,75-71-8,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,1.4,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1,1-Trichloroethane",71-55-6,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.54,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dichloropropane",78-87-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.51,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Methyl ethyl ketone,78-93-3,,0,SW846 8260C,10,ug/l,u,z,z,n,10,RL,6.9,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1,2-Trichloroethane",79-00-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.53,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,m&p-Xylenes,,,0,SW846 8260C,700,ug/l,v,z,z,y,5,RL,3.9,MDL,,,,15.25,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,o-Xylene,95-47-6,,0,SW846 8260C,225,ug/l,v,z,z,y,5,RL,3,MDL,,,,15.69,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,99,%,v,z,z,y,,,,,,,,13.42,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,102,%,v,z,z,y,,,,,,,,11.19,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Xylenes (Total),1330-20-7,,0,SW846 8260C,925,ug/l,v,z,z,y,5,RL,3,MDL,,,,,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Toluene,108-88-3,,0,SW846 8260C,288,ug/l,v,z,z,y,5,RL,2.7,MDL,,,,13.5,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Ethyl benzene,100-41-4,,0,SW846 8260C,257,ug/l,v,z,z,y,5,RL,3,MDL,,,,15.13,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Trichlorofluoromethane,75-69-4,,0,SW846 8260C,2,ug/l,u,z,z,n,2,RL,0.84,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"trans-1,2-Dichloroethene",156-60-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.54,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"Cyclohexane, Methyl-",108-87-2,,0,SW846 8260C,33.8,ug/l,v,z,z,y,5,RL,0.6,MDL,,,,11.08,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,4-Methyl-2-pentanone,108-10-1,,0,SW846 8260C,5,ug/l,u,z,z,n,5,RL,1.9,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dichloroethane",107-06-2,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.6,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,4-Dichlorobenzene (VOA)",106-46-7,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.51,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Cyclohexane,110-82-7,,0,SW846 8260C,143,ug/l,v,z,z,y,5,RL,0.78,MDL,,,,9.78,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"trans-1,3-Dichloropropene",10061-02-6,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.43,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2,4-Trichlorobenzene (VOA)",120-82-1,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.5,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"cis-1,3-Dichloropropene",10061-01-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.47,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Styrene,100-42-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.7,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Dibromochloromethane,124-48-1,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.56,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
